age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,predicted_deposit,probability,predicted_proba
58,management,married,university.degree,yes,yes,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.550970470070544,0.550970470070544
24,blue-collar,single,basic.9y,no,no,telephone,may,fri,4,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,0.29713148139661744,0.29713148139661744
53,technician,married,university.degree,yes,yes,cellular,aug,mon,11,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.39375520160534105,0.39375520160534105
46,blue-collar,married,basic.4y,no,no,telephone,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,0.27979002792205254,0.27979002792205254
58,retired,married,university.degree,no,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,0.52278212415186,0.52278212415186
49,admin.,single,university.degree,yes,no,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,0.30640916793199335,0.30640916793199335
40,self-employed,married,high.school,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.4211646747875519,0.4211646747875519
29,self-employed,married,university.degree,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.4404320881830606,0.4404320881830606
26,blue-collar,married,professional.course,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.27046102701757446,0.27046102701757446
30,technician,married,university.degree,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1,0.507076172384594,0.507076172384594
29,technician,single,professional.course,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5023532700538851,0.5023532700538851
41,blue-collar,married,basic.4y,yes,no,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.5506209399335921,0.5506209399335921
59,blue-collar,married,basic.9y,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5063333639867006,0.5063333639867006
32,unemployed,married,basic.9y,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,1,0.5347021444656577,0.5347021444656577
28,technician,divorced,university.degree,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.2941720558220274,0.2941720558220274
44,admin.,single,high.school,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.46587363165584533,0.46587363165584533
24,blue-collar,single,basic.9y,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0.5543912071735302,0.5543912071735302
50,housemaid,married,basic.4y,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.40997562771225404,0.40997562771225404
53,admin.,married,university.degree,no,yes,telephone,may,tue,13,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.17152068712409338,0.17152068712409338
41,blue-collar,single,basic.4y,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.44017154380146734,0.44017154380146734
49,technician,married,professional.course,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1,0.5644186692072847,0.5644186692072847
51,blue-collar,married,basic.4y,yes,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.4355090501783973,0.4355090501783973
31,blue-collar,married,basic.6y,no,no,telephone,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.37874628546582245,0.37874628546582245
58,blue-collar,married,basic.9y,no,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,0.4147496204837961,0.4147496204837961
34,blue-collar,married,basic.9y,no,yes,cellular,apr,mon,5,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.3279495740027019,0.3279495740027019
51,entrepreneur,married,basic.4y,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,0.5304881210212407,0.5304881210212407
35,blue-collar,married,basic.9y,yes,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.4192649922944154,0.4192649922944154
38,technician,married,professional.course,no,no,cellular,nov,wed,3,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0,0.46321293120910406,0.46321293120910406
45,services,married,high.school,yes,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.24133350825317398,0.24133350825317398
35,unemployed,married,high.school,no,yes,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,0.4626394371419539,0.4626394371419539
40,self-employed,married,university.degree,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5519400473307778,0.5519400473307778
54,admin.,married,high.school,yes,no,telephone,jun,mon,12,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.46502306887675654,0.46502306887675654
35,blue-collar,married,basic.9y,no,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0,0.38098231405305105,0.38098231405305105
57,blue-collar,divorced,basic.9y,yes,no,telephone,may,mon,6,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.23552707779069434,0.23552707779069434
31,blue-collar,married,basic.6y,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0.5132662662126637,0.5132662662126637
37,self-employed,married,university.degree,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,1,0.574977682906785,0.574977682906785
44,housemaid,married,basic.9y,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5442039334892403,0.5442039334892403
52,self-employed,married,university.degree,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3519363213354965,0.3519363213354965
56,blue-collar,divorced,basic.9y,no,yes,cellular,jul,mon,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.4962967100280245,0.4962967100280245
36,admin.,married,high.school,yes,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,1,0.5394256752762652,0.5394256752762652
40,blue-collar,married,basic.4y,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5375378022973172,0.5375378022973172
53,technician,married,professional.course,yes,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4265960330617377,0.4265960330617377
41,unemployed,married,basic.9y,yes,no,telephone,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,1,0.5679276672814652,0.5679276672814652
50,technician,married,university.degree,yes,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,1,0.5841526781351724,0.5841526781351724
30,services,married,high.school,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.32406785659323456,0.32406785659323456
26,services,single,high.school,yes,yes,telephone,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.39162324633894385,0.39162324633894385
56,admin.,married,basic.9y,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.39763985907423066,0.39763985907423066
37,unemployed,married,basic.9y,yes,yes,cellular,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,0.48151475696648394,0.48151475696648394
37,admin.,single,university.degree,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.5462182419953412,0.5462182419953412
55,housemaid,married,basic.4y,yes,no,telephone,jun,thu,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.43999815025602074,0.43999815025602074
40,blue-collar,married,basic.4y,no,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.4435573535181227,0.4435573535181227
59,self-employed,married,professional.course,no,no,cellular,nov,fri,4,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,1,0.5513206688853654,0.5513206688853654
25,technician,single,professional.course,yes,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.38641327718541735,0.38641327718541735
37,blue-collar,married,professional.course,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.5599352747532589,0.5599352747532589
36,blue-collar,married,basic.9y,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.4331508247854105,0.4331508247854105
37,admin.,married,university.degree,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.32757988148463124,0.32757988148463124
57,blue-collar,married,basic.4y,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4318613783717969,0.4318613783717969
44,blue-collar,single,basic.6y,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0,0.4722039252967551,0.4722039252967551
33,admin.,married,university.degree,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,1,0.5267790277500249,0.5267790277500249
50,blue-collar,married,basic.4y,yes,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.5750717381711851,0.5750717381711851
35,technician,single,high.school,no,no,cellular,nov,wed,5,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1,0.5203382462659385,0.5203382462659385
48,technician,married,university.degree,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.4743190629255881,0.4743190629255881
28,entrepreneur,married,high.school,yes,no,cellular,may,thu,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.1188108026487375,0.1188108026487375
33,services,married,high.school,no,no,telephone,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.3829155865318756,0.3829155865318756
31,admin.,married,high.school,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4224838332258965,0.4224838332258965
46,services,married,high.school,yes,yes,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.4978892726574105,0.4978892726574105
53,blue-collar,divorced,basic.4y,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,1,0.5545016187790405,0.5545016187790405
54,self-employed,married,university.degree,yes,no,cellular,aug,thu,13,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.38592831520446036,0.38592831520446036
38,admin.,married,university.degree,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.43904389984280645,0.43904389984280645
34,technician,married,professional.course,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.4621555664046148,0.4621555664046148
26,blue-collar,married,basic.4y,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.44439417614734145,0.44439417614734145
42,entrepreneur,married,basic.4y,no,no,cellular,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,0.3268345503533488,0.3268345503533488
51,management,married,university.degree,no,no,telephone,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.31199498246080504,0.31199498246080504
53,services,married,high.school,no,no,telephone,jun,tue,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.43825334208539296,0.43825334208539296
45,management,married,university.degree,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.47333902493493646,0.47333902493493646
39,self-employed,married,high.school,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.4304033336260623,0.4304033336260623
31,admin.,married,university.degree,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1,0.5294678598034883,0.5294678598034883
32,management,divorced,basic.4y,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.33597297944422044,0.33597297944422044
55,blue-collar,married,basic.4y,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.579346325638466,0.579346325638466
31,admin.,married,high.school,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1,0.5619564814581032,0.5619564814581032
54,technician,married,basic.4y,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.38507203825308306,0.38507203825308306
38,entrepreneur,married,basic.9y,no,no,cellular,nov,thu,5,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.48565961862240054,0.48565961862240054
51,unemployed,married,professional.course,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.4333912221080955,0.4333912221080955
38,services,single,high.school,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5898802926887218,0.5898802926887218
39,admin.,married,high.school,yes,no,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1,0.5747667104747345,0.5747667104747345
33,management,married,university.degree,yes,no,cellular,may,wed,4,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,1,0.5459077842973138,0.5459077842973138
43,blue-collar,married,basic.9y,no,no,cellular,may,mon,6,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.15152549218834455,0.15152549218834455
29,blue-collar,single,basic.9y,yes,no,telephone,may,wed,7,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.11762814309335691,0.11762814309335691
37,technician,single,professional.course,yes,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.5217535884704291,0.5217535884704291
40,blue-collar,married,basic.6y,no,no,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,1,0.5243470569492438,0.5243470569492438
43,management,married,university.degree,yes,yes,cellular,apr,mon,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.4749026048334109,0.4749026048334109
27,blue-collar,married,basic.9y,yes,yes,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1,0.5573441064332494,0.5573441064332494
49,management,married,university.degree,no,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,0.5564288193697312,0.5564288193697312
53,blue-collar,married,basic.4y,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.5134519641661687,0.5134519641661687
59,housemaid,married,basic.4y,yes,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.17365683871820708,0.17365683871820708
42,entrepreneur,married,professional.course,yes,no,telephone,jun,fri,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.5709554428188495,0.5709554428188495
30,admin.,married,university.degree,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1,0.504149357676626,0.504149357676626
45,blue-collar,married,basic.6y,no,no,cellular,apr,mon,1,1,1,success,-1.8,93.075,-47.1,1.405,5099.1,1,0.5306422164909278,0.5306422164909278
44,blue-collar,married,basic.6y,no,yes,cellular,nov,fri,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.46845132347984936,0.46845132347984936
31,services,single,high.school,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1,0.5424516374010978,0.5424516374010978
39,blue-collar,married,basic.6y,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4273525030635286,0.4273525030635286
54,services,married,high.school,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3880993314716178,0.3880993314716178
49,blue-collar,married,basic.9y,yes,no,cellular,may,tue,6,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,0.4761503604463031,0.4761503604463031
41,blue-collar,married,basic.9y,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1,0.5740284610464884,0.5740284610464884
45,blue-collar,married,basic.6y,yes,no,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,0.5308223255587713,0.5308223255587713
40,technician,married,professional.course,no,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.5387203831274148,0.5387203831274148
56,technician,married,professional.course,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4556748352847947,0.4556748352847947
34,technician,divorced,professional.course,yes,no,cellular,jul,thu,13,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.28497390889723795,0.28497390889723795
42,services,married,high.school,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.48138560582638995,0.48138560582638995
29,admin.,single,university.degree,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.506324347526373,0.506324347526373
40,admin.,married,high.school,yes,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.4672248175673573,0.4672248175673573
35,blue-collar,married,basic.9y,no,no,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.47712732883648395,0.47712732883648395
39,admin.,married,high.school,yes,no,telephone,jun,thu,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,1,0.5747667104747345,0.5747667104747345
31,technician,single,professional.course,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.33207202913661843,0.33207202913661843
28,technician,married,university.degree,yes,yes,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,0.5628654441959204,0.5628654441959204
28,services,single,high.school,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4060351499823435,0.4060351499823435
45,management,married,university.degree,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4687397191878794,0.4687397191878794
28,unemployed,married,high.school,no,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,1,0.5082863481574375,0.5082863481574375
55,admin.,married,university.degree,no,no,telephone,may,mon,14,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.28192274015923713,0.28192274015923713
35,admin.,single,university.degree,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4941146015079791,0.4941146015079791
43,blue-collar,married,basic.4y,yes,no,cellular,jul,thu,11,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1,0.5398377423217718,0.5398377423217718
48,admin.,single,university.degree,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.5718069634711683,0.5718069634711683
51,unemployed,married,basic.4y,no,yes,telephone,jun,wed,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.40192140933021214,0.40192140933021214
52,admin.,married,basic.4y,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.3726235855303424,0.3726235855303424
41,technician,married,professional.course,yes,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.4868650979660626,0.4868650979660626
24,services,single,high.school,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0.5558566951465139,0.5558566951465139
53,technician,married,professional.course,no,no,cellular,may,tue,5,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,0.4863693266891209,0.4863693266891209
51,services,married,high.school,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0.4249038073988087,0.4249038073988087
35,self-employed,married,basic.9y,no,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.4217693801625691,0.4217693801625691
54,admin.,married,university.degree,no,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.3333442394438875,0.3333442394438875
37,technician,married,high.school,no,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.5683671659408054,0.5683671659408054
32,technician,married,professional.course,yes,no,cellular,may,tue,9,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.3172476617463816,0.3172476617463816
40,entrepreneur,married,basic.6y,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,1,0.583823428166548,0.583823428166548
25,services,single,high.school,no,no,telephone,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.3207857653167748,0.3207857653167748
39,admin.,married,university.degree,no,no,telephone,may,mon,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0.5618181816912208,0.5618181816912208
34,admin.,married,university.degree,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,1,0.5081543102432733,0.5081543102432733
35,services,married,basic.9y,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.36038160182009255,0.36038160182009255
38,housemaid,married,university.degree,no,no,telephone,jun,mon,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.5553258354923376,0.5553258354923376
45,blue-collar,married,basic.4y,no,no,telephone,may,tue,8,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.15174245310091578,0.15174245310091578
47,technician,married,professional.course,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5340875865255262,0.5340875865255262
32,admin.,single,university.degree,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.4568043259432329,0.4568043259432329
41,blue-collar,married,professional.course,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.5221221860532324,0.5221221860532324
29,self-employed,single,university.degree,yes,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1,0.5721451390663013,0.5721451390663013
22,technician,single,basic.9y,no,no,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.21249111932201992,0.21249111932201992
43,blue-collar,single,basic.9y,yes,no,telephone,may,wed,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3378806703790961,0.3378806703790961
54,retired,married,high.school,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.383765109093044,0.383765109093044
31,technician,single,professional.course,yes,no,cellular,aug,thu,10,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.5826127178388968,0.5826127178388968
35,services,married,basic.9y,yes,no,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0,0.42107756125136553,0.42107756125136553
42,admin.,single,high.school,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.463238145500242,0.463238145500242
50,services,single,basic.4y,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.5037581759158501,0.5037581759158501
