age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,predicted_deposit,probability,predicted_proba
28,unemployed,married,high.school,no,no,telephone,mar,fri,4,6,1,success,-1.8,93.369,-34.8,0.653,5008.7,1,0.9659074525709533,0.9659074525709533
37,management,married,university.degree,yes,no,cellular,oct,thu,3,5,5,success,-1.1,94.601,-49.5,1.025,4963.6,1,0.9659074525709533,0.9659074525709533
67,admin.,married,basic.4y,no,no,cellular,oct,thu,2,2,2,success,-3.4,92.431,-26.9,0.722,5017.5,1,0.9659074525709533,0.9659074525709533
83,retired,divorced,basic.4y,no,no,cellular,sep,thu,1,9,3,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.9659074525709533,0.9659074525709533
38,entrepreneur,married,professional.course,no,no,cellular,may,mon,5,3,2,success,-1.8,93.876,-40.0,0.682,5008.7,1,0.9653267785724896,0.9653267785724896
76,retired,single,basic.4y,no,no,cellular,nov,mon,4,6,1,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.9653267785724896,0.9653267785724896
37,admin.,married,university.degree,no,no,cellular,nov,mon,2,6,1,success,-1.1,94.767,-50.8,1.05,4963.6,1,0.9653267785724896,0.9653267785724896
51,admin.,married,university.degree,yes,no,cellular,jun,mon,3,10,3,success,-1.7,94.055,-39.8,0.754,4991.6,1,0.9653267785724896,0.9653267785724896
50,admin.,married,university.degree,no,no,cellular,nov,mon,1,7,2,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.9653267785724896,0.9653267785724896
51,services,married,high.school,yes,no,cellular,nov,mon,3,6,3,success,-1.1,94.767,-50.8,1.05,4963.6,1,0.9653267785724896,0.9653267785724896
59,unemployed,married,basic.4y,yes,no,cellular,jun,mon,1,6,2,success,-1.7,94.055,-39.8,0.72,4991.6,1,0.9653267785724896,0.9653267785724896
44,admin.,divorced,high.school,yes,no,telephone,nov,mon,2,6,1,success,-3.4,92.649,-30.1,0.719,5017.5,1,0.9653267785724896,0.9653267785724896
33,admin.,single,university.degree,no,no,cellular,mar,mon,1,6,2,success,-1.8,93.369,-34.8,0.646,5008.7,1,0.9653267785724896,0.9653267785724896
67,retired,married,basic.4y,no,no,cellular,aug,mon,2,13,1,success,-1.7,94.027,-38.3,0.898,4991.6,1,0.9653267785724896,0.9653267785724896
19,student,single,high.school,no,no,cellular,nov,mon,2,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.9653267785724896,0.9653267785724896
58,services,married,high.school,no,no,cellular,mar,mon,2,3,1,success,-1.8,93.369,-34.8,0.635,5008.7,1,0.9653267785724896,0.9653267785724896
34,technician,single,basic.9y,no,no,cellular,aug,mon,3,6,3,success,-1.7,94.027,-38.3,0.896,4991.6,1,0.9653267785724896,0.9653267785724896
47,management,married,university.degree,yes,no,cellular,sep,mon,1,3,2,success,-3.4,92.379,-29.8,0.771,5017.5,1,0.9653267785724896,0.9653267785724896
48,technician,married,professional.course,yes,yes,cellular,oct,mon,1,8,1,success,-1.1,94.601,-49.5,0.977,4963.6,1,0.9653267785724896,0.9653267785724896
30,admin.,single,university.degree,yes,no,cellular,nov,mon,1,6,1,success,-3.4,92.649,-30.1,0.722,5017.5,1,0.9653267785724896,0.9653267785724896
58,housemaid,single,professional.course,yes,no,cellular,apr,mon,1,6,1,success,-1.8,93.749,-34.6,0.642,5008.7,1,0.9653267785724896,0.9653267785724896
43,management,married,university.degree,yes,no,telephone,dec,mon,2,8,1,success,-3.0,92.713,-33.0,0.709,5023.5,1,0.9653267785724896,0.9653267785724896
74,retired,divorced,basic.4y,yes,no,cellular,oct,mon,3,3,2,success,-1.1,94.601,-49.5,1.0,4963.6,1,0.9653267785724896,0.9653267785724896
33,admin.,married,university.degree,yes,no,cellular,may,mon,1,3,2,success,-1.8,93.876,-40.0,0.685,5008.7,1,0.9653267785724896,0.9653267785724896
38,admin.,married,university.degree,yes,no,cellular,nov,mon,3,6,1,success,-3.4,92.649,-30.1,0.719,5017.5,1,0.9653267785724896,0.9653267785724896
62,technician,married,professional.course,no,yes,cellular,jul,mon,2,6,1,success,-1.7,94.215,-40.3,0.827,4991.6,1,0.9653267785724896,0.9653267785724896
38,student,single,high.school,no,yes,cellular,mar,mon,1,3,4,success,-1.8,93.369,-34.8,0.639,5008.7,1,0.9653267785724896,0.9653267785724896
28,admin.,single,university.degree,yes,no,cellular,oct,mon,1,6,2,success,-1.1,94.601,-49.5,1.032,4963.6,1,0.9653267785724896,0.9653267785724896
30,technician,married,professional.course,yes,no,cellular,oct,mon,1,9,2,success,-1.1,94.601,-49.5,1.032,4963.6,1,0.9653267785724896,0.9653267785724896
26,admin.,single,university.degree,no,no,cellular,aug,mon,1,6,5,success,-1.7,94.027,-38.3,0.904,4991.6,1,0.9653267785724896,0.9653267785724896
57,admin.,single,high.school,no,no,cellular,dec,mon,1,6,2,success,-3.0,92.713,-33.0,0.715,5023.5,1,0.9653267785724896,0.9653267785724896
67,housemaid,divorced,professional.course,yes,no,cellular,nov,mon,2,5,5,success,-1.1,94.767,-50.8,1.039,4963.6,1,0.9653267785724896,0.9653267785724896
33,services,single,high.school,yes,no,cellular,oct,mon,1,6,1,success,-1.1,94.601,-49.5,1.032,4963.6,1,0.9653267785724896,0.9653267785724896
28,unemployed,single,high.school,yes,no,cellular,dec,mon,3,6,3,success,-3.0,92.713,-33.0,0.709,5023.5,1,0.9653267785724896,0.9653267785724896
51,services,married,high.school,no,yes,cellular,nov,mon,2,3,4,success,-1.1,94.767,-50.8,1.05,4963.6,1,0.9653267785724896,0.9653267785724896
49,housemaid,single,university.degree,yes,no,cellular,dec,mon,2,6,1,success,-3.0,92.713,-33.0,0.717,5023.5,1,0.9653267785724896,0.9653267785724896
59,retired,divorced,basic.4y,yes,yes,cellular,jul,mon,1,6,1,success,-1.7,94.215,-40.3,0.827,4991.6,1,0.9653267785724896,0.9653267785724896
35,admin.,married,high.school,yes,no,cellular,jul,wed,2,15,1,success,-1.7,94.215,-40.3,0.802,4991.6,1,0.9649456448875021,0.9649456448875021
59,technician,married,professional.course,yes,no,cellular,jul,fri,2,15,1,success,-1.7,94.215,-40.3,0.861,4991.6,1,0.9649456448875021,0.9649456448875021
30,student,single,high.school,no,no,cellular,mar,thu,1,14,1,success,-1.8,93.369,-34.8,0.635,5008.7,1,0.9649456448875021,0.9649456448875021
23,student,single,professional.course,no,no,cellular,sep,wed,2,15,1,success,-1.1,94.199,-37.5,0.876,4963.6,1,0.9649456448875021,0.9649456448875021
23,student,single,basic.6y,no,no,cellular,jun,fri,1,14,1,success,-1.7,94.055,-39.8,0.748,4991.6,1,0.9649456448875021,0.9649456448875021
59,admin.,married,high.school,yes,no,cellular,aug,wed,2,2,1,success,-2.9,92.201,-31.4,0.884,5076.2,1,0.964436915836843,0.964436915836843
38,admin.,married,university.degree,no,no,cellular,aug,wed,1,4,1,success,-2.9,92.201,-31.4,0.879,5076.2,1,0.964436915836843,0.964436915836843
